method,duration,bias,cost,tau_p,tau_v
AKDE,1,0.246836176,12.22055364,86164.091,3600
AKDEc,1,0.13853178,23.79081202,86164.091,3600
pHREML_wAKDEc,1,0.098488869,20.27364945,86164.091,3600
KDE,1,0.15342247,0.138058901,86164.091,3600
AKDEc,1,0.282545014,12.11338258,86164.091,3600
AKDEc,1,0.158594252,12.55035853,86164.091,3600
AKDE,1,0.361664826,12.14872193,86164.091,3600
pHREML_AKDEc,1,0.346110618,19.22764158,86164.091,3600
AKDEc,1,0.229267763,12.33256507,86164.091,3600
pHREML_AKDEc,1,0.181016012,20.32556748,86164.091,3600
pHREML_AKDEc,1,0.16256528,34.10587144,86164.091,3600
pHREML_wAKDEc,1,0.340312254,19.16496038,86164.091,3600
KDE,1,0.101529005,0.113483667,86164.091,3600
pHREML_AKDEc,1,0.273019278,20.5243926,86164.091,3600
pHREML_wAKDEc,1,0.179277334,20.10155964,86164.091,3600
KDE,1,0.051175202,0.327390194,86164.091,3600
AKDE,1,0.152348383,13.38500953,86164.091,3600
AKDE,1,0.337049928,21.94107914,86164.091,3600
pHREML_wAKDEc,1,0.157137963,31.83848047,86164.091,3600
KDE,1,0.110512031,0.139443159,86164.091,3600
pHREML_wAKDEc,1,0.280009127,20.8565836,86164.091,3600
KDE,1,0.391095006,0.328899384,86164.091,3600
AKDEc,1,0.097739799,11.95844316,86164.091,3600
AKDE,1,1.352555568,12.8400228,86164.091,3600
AKDEc,1,0.20702648,16.95411086,86164.091,3600
pHREML_AKDEc,1,0.114864844,19.7052474,86164.091,3600
AKDEc,1,0.814342911,13.3903594,86164.091,3600
AKDE,1,0.272260393,30.14864635,86164.091,3600
pHREML_wAKDEc,1,0.117179776,19.67444038,86164.091,3600
KDE,1,0.117184471,0.12571311,86164.091,3600
pHREML_AKDEc,1,1.028809152,20.13737035,86164.091,3600
pHREML_AKDEc,1,0.274876055,41.60926652,86164.091,3600
AKDEc,1,0.170315184,28.59277987,86164.091,3600
pHREML_wAKDEc,1,1.034115622,21.60337043,86164.091,3600
KDE,1,0.250151119,0.124832153,86164.091,3600
AKDE,1,0.269537275,25.81235218,86164.091,3600
pHREML_AKDEc,1,0.206510208,22.51433849,86164.091,3600
AKDE,1,0.5950519,18.76973605,86164.091,3600
AKDEc,1,0.171831853,19.67080021,86164.091,3600
pHREML_wAKDEc,1,0.286861692,41.08502293,86164.091,3600
KDE,1,0.080396778,0.307297945,86164.091,3600
pHREML_wAKDEc,1,0.201518571,21.56462431,86164.091,3600
KDE,1,0.09988364,0.160804987,86164.091,3600
AKDE,1,0.190797102,13.62569785,86164.091,3600
AKDEc,1,0.367945227,23.35339665,86164.091,3600
AKDE,1,0.189394304,12.82874298,86164.091,3600
pHREML_AKDEc,1,0.198533125,26.38557124,86164.091,3600
AKDEc,1,0.125010833,12.06663799,86164.091,3600
pHREML_AKDEc,1,0.447860193,27.27684712,86164.091,3600
AKDEc,1,0.123372957,30.71979761,86164.091,3600
pHREML_wAKDEc,1,0.188627357,26.32722282,86164.091,3600
KDE,1,0.075813537,0.325110674,86164.091,3600
pHREML_AKDEc,1,0.139657503,19.71513653,86164.091,3600
pHREML_wAKDEc,1,0.452624006,23.15774822,86164.091,3600
KDE,1,0.050569913,0.128263712,86164.091,3600
pHREML_AKDEc,1,0.14331991,20.58661366,86164.091,3600
AKDE,1,0.216940704,17.4743104,86164.091,3600
pHREML_wAKDEc,1,0.145179323,20.59590435,86164.091,3600
KDE,1,0.18139093,0.123268127,86164.091,3600
AKDE,1,0.088322338,10.81417012,86164.091,3600
AKDEc,1,0.137832719,16.2538867,86164.091,3600
pHREML_wAKDEc,1,0.13732249,19.84500551,86164.091,3600
KDE,1,0.180131887,0.110940695,86164.091,3600
AKDEc,1,0.059115818,11.87879705,86164.091,3600
AKDE,1,0.443194857,17.73547482,86164.091,3600
AKDE,1,0.505743704,17.8639071,86164.091,3600
pHREML_AKDEc,1,0.064899047,18.45596194,86164.091,3600
AKDEc,1,0.275244574,18.84043026,86164.091,3600
pHREML_AKDEc,1,0.164058424,28.72792459,86164.091,3600
AKDEc,1,0.313125528,13.13796973,86164.091,3600
pHREML_AKDEc,1,0.328922283,22.08279538,86164.091,3600
pHREML_wAKDEc,1,0.17150078,25.38377976,86164.091,3600
pHREML_AKDEc,1,0.389555997,19.7896266,86164.091,3600
KDE,1,0.211176559,0.123456478,86164.091,3600
pHREML_wAKDEc,1,0.323979414,21.68294311,86164.091,3600
KDE,1,0.272732073,0.124950409,86164.091,3600
pHREML_wAKDEc,1,0.061945241,48.39711833,86164.091,3600
KDE,1,0.189035668,0.130701542,86164.091,3600
pHREML_wAKDEc,1,0.401524907,25.99129319,86164.091,3600
KDE,1,0.11395965,0.301294327,86164.091,3600
AKDE,1,0.495006361,29.43717241,86164.091,3600
AKDE,1,0.402457146,14.13452315,86164.091,3600
AKDE,1,0.344793203,11.24470925,86164.091,3600
AKDE,1,0.810777962,26.77851748,86164.091,3600
AKDEc,1,0.252831302,13.12294888,86164.091,3600
AKDEc,1,0.216407292,11.40964985,86164.091,3600
AKDEc,1,0.306912713,25.41060162,86164.091,3600
pHREML_AKDEc,1,0.29558439,20.94035697,86164.091,3600
pHREML_AKDEc,1,0.256772822,18.34910107,86164.091,3600
pHREML_AKDEc,1,0.373115603,21.46760654,86164.091,3600
AKDEc,1,0.488498928,35.25947165,86164.091,3600
pHREML_wAKDEc,1,0.253903585,18.38313842,86164.091,3600
KDE,1,0.17918879,0.306089401,86164.091,3600
pHREML_wAKDEc,1,0.286606942,20.57427645,86164.091,3600
KDE,1,0.03429288,0.132499456,86164.091,3600
pHREML_wAKDEc,1,0.361621269,21.08780026,86164.091,3600
KDE,1,0.257765154,0.317714453,86164.091,3600
AKDE,1,0.706824671,12.15718079,86164.091,3600
AKDE,1,0.061982907,12.43785644,86164.091,3600
AKDEc,1,0.423996245,12.29870772,86164.091,3600
AKDE,1,1.262204834,13.77054882,86164.091,3600
AKDEc,1,0.041821636,13.26145864,86164.091,3600
pHREML_AKDEc,1,0.622506657,37.54581738,86164.091,3600
AKDEc,1,0.751776652,12.98952627,86164.091,3600
pHREML_AKDEc,1,0.556437245,21.41481233,86164.091,3600
pHREML_AKDEc,1,0.046279822,21.26356435,86164.091,3600
pHREML_AKDEc,1,0.970863854,24.4906776,86164.091,3600
pHREML_wAKDEc,1,0.613964107,36.03736758,86164.091,3600
KDE,1,0.084125009,0.329522371,86164.091,3600
pHREML_wAKDEc,1,0.046456069,20.58408546,86164.091,3600
KDE,1,0.138932701,0.138251066,86164.091,3600
pHREML_wAKDEc,1,0.5852461,25.81531,86164.091,3600
KDE,1,0.161219502,0.305644512,86164.091,3600
AKDE,1,0.176919404,12.9363997,86164.091,3600
AKDE,1,0.351084711,12.07590103,86164.091,3600
AKDE,1,0.470729729,12.02652597,86164.091,3600
pHREML_wAKDEc,1,0.991385007,26.42982244,86164.091,3600
KDE,1,0.064344372,0.124577045,86164.091,3600
AKDEc,1,0.114336032,14.23205018,86164.091,3600
AKDEc,1,0.219893821,13.29206014,86164.091,3600
AKDEc,1,0.291248206,12.60290384,86164.091,3600
pHREML_AKDEc,1,0.131346671,22.36602783,86164.091,3600
pHREML_AKDEc,1,0.265828236,20.5447464,86164.091,3600
pHREML_AKDEc,1,0.359310632,19.62762117,86164.091,3600
pHREML_wAKDEc,1,0.376944035,19.23291993,86164.091,3600
KDE,1,0.167866301,0.306158304,86164.091,3600
pHREML_wAKDEc,1,0.283834229,21.00416875,86164.091,3600
KDE,1,0.119835648,0.12204814,86164.091,3600
pHREML_wAKDEc,1,0.129046855,22.52164912,86164.091,3600
KDE,1,0.068892616,0.315102816,86164.091,3600
AKDE,1,0.106478934,49.54817843,86164.091,3600
AKDE,1,0.71493815,12.01702118,86164.091,3600
AKDE,1,0.301003117,13.57596445,86164.091,3600
AKDE,1,0.257177108,14.02356005,86164.091,3600
AKDEc,1,0.07125403,12.88470531,86164.091,3600
AKDEc,1,0.431384042,12.4431808,86164.091,3600
AKDEc,1,0.188311387,13.13052583,86164.091,3600
AKDEc,1,0.163000696,14.86479974,86164.091,3600
pHREML_AKDEc,1,0.075498466,20.24194956,86164.091,3600
pHREML_AKDEc,1,0.542813778,19.41543102,86164.091,3600
pHREML_AKDEc,1,0.228083763,29.19652128,86164.091,3600
pHREML_AKDEc,1,0.196765031,26.40690446,86164.091,3600
pHREML_wAKDEc,1,0.538963279,19.82891583,86164.091,3600
KDE,1,0.035344628,0.119277,86164.091,3600
pHREML_wAKDEc,1,0.194898927,26.46415329,86164.091,3600
KDE,1,0.159586424,0.131760359,86164.091,3600
pHREML_wAKDEc,1,0.240839331,27.01689243,86164.091,3600
KDE,1,0.197357325,0.124123335,86164.091,3600
AKDE,1,0.076934078,24.08426785,86164.091,3600
pHREML_wAKDEc,1,0.075322496,53.48940039,86164.091,3600
KDE,1,0.056564129,0.326004982,86164.091,3600
AKDE,1,0.513263209,14.07826471,86164.091,3600
AKDE,1,0.409935104,19.20342588,86164.091,3600
AKDE,1,0.210161477,14.38059425,86164.091,3600
AKDEc,1,0.315493519,12.01179433,86164.091,3600
AKDEc,1,0.133758291,11.12004185,86164.091,3600
AKDEc,1,0.253520678,18.03129745,86164.091,3600
AKDEc,1,0.051362924,35.66667724,86164.091,3600
pHREML_AKDEc,1,0.388497825,19.47713947,86164.091,3600
pHREML_AKDEc,1,0.168144357,21.83299136,86164.091,3600
pHREML_AKDEc,1,0.309351519,28.37474537,86164.091,3600
pHREML_wAKDEc,1,0.384995862,22.05144095,86164.091,3600
KDE,1,0.135378109,0.315940619,86164.091,3600
pHREML_AKDEc,1,0.057873195,33.01769733,86164.091,3600
pHREML_wAKDEc,1,0.176957672,19.4370575,86164.091,3600
KDE,1,0.070078205,0.327031851,86164.091,3600
AKDE,1,0.406592646,16.89867163,86164.091,3600
AKDE,1,0.146496455,12.38558054,86164.091,3600
pHREML_wAKDEc,1,0.304911246,25.82142854,86164.091,3600
KDE,1,0.05987005,0.136466742,86164.091,3600
pHREML_wAKDEc,1,0.059937576,24.67227435,86164.091,3600
KDE,1,0.11758872,0.304375172,86164.091,3600
AKDEc,1,0.095249302,11.83388495,86164.091,3600
AKDEc,1,0.254292477,13.40336967,86164.091,3600
AKDE,1,0.181459847,11.76614165,86164.091,3600
AKDE,1,0.342035307,13.69849968,86164.091,3600
AKDEc,1,0.111481984,10.49806452,86164.091,3600
pHREML_AKDEc,1,0.109089088,21.10694671,86164.091,3600
AKDEc,1,0.213902176,14.31765246,86164.091,3600
pHREML_AKDEc,1,0.159041162,17.14568496,86164.091,3600
pHREML_AKDEc,1,0.309258233,33.25195432,86164.091,3600
pHREML_wAKDEc,1,0.102063043,21.47262788,86164.091,3600
KDE,1,0.096406747,0.349208117,86164.091,3600
pHREML_AKDEc,1,0.257656678,21.94867635,86164.091,3600
pHREML_wAKDEc,1,0.162399533,17.92758226,86164.091,3600
KDE,1,0.121495648,0.328608751,86164.091,3600
AKDE,1,0.265761408,13.70172,86164.091,3600
pHREML_wAKDEc,1,0.306402989,24.53138781,86164.091,3600
KDE,1,0.044630046,0.14061594,86164.091,3600
AKDE,1,0.550050414,13.82384348,86164.091,3600
AKDEc,1,0.166610753,12.69305134,86164.091,3600
AKDE,1,0.088349286,12.15013075,86164.091,3600
pHREML_wAKDEc,1,0.255216642,20.31030154,86164.091,3600
KDE,1,0.082280141,0.302960634,86164.091,3600
AKDEc,1,0.340623554,12.55898857,86164.091,3600
AKDE,1,0.177372928,13.20114279,86164.091,3600
AKDEc,1,0.058845909,14.97560573,86164.091,3600
pHREML_AKDEc,1,0.196624612,20.28442502,86164.091,3600
AKDEc,1,0.114860134,13.19144893,86164.091,3600
pHREML_AKDEc,1,0.413691259,21.57501316,86164.091,3600
pHREML_AKDEc,1,0.066181747,19.92126918,86164.091,3600
pHREML_wAKDEc,1,0.204118495,23.11629939,86164.091,3600
KDE,1,0.183522744,0.122017622,86164.091,3600
pHREML_wAKDEc,1,0.408348335,22.37280154,86164.091,3600
KDE,1,0.070880474,0.13820219,86164.091,3600
pHREML_AKDEc,1,0.130726717,24.7566421,86164.091,3600
AKDE,1,0.447584815,12.98084044,86164.091,3600
AKDE,1,0.148831345,12.35448956,86164.091,3600
pHREML_wAKDEc,1,0.068339219,30.01557755,86164.091,3600
KDE,1,0.086113718,0.319728136,86164.091,3600
AKDEc,1,0.278520663,12.57849813,86164.091,3600
AKDEc,1,0.095957051,12.43615341,86164.091,3600
pHREML_wAKDEc,1,0.124545508,26.89217663,86164.091,3600
KDE,1,0.114687838,0.300172806,86164.091,3600
AKDE,1,0.268925489,14.80912924,86164.091,3600
pHREML_AKDEc,1,0.333901432,20.36314821,86164.091,3600
AKDEc,1,0.172013313,14.11373878,86164.091,3600
pHREML_AKDEc,1,0.109658638,19.62849593,86164.091,3600
AKDE,1,0.471718557,23.84471059,86164.091,3600
pHREML_wAKDEc,1,0.32750761,19.9899478,86164.091,3600
KDE,1,0.164035212,0.122877359,86164.091,3600
pHREML_wAKDEc,1,0.107374759,20.05078077,86164.091,3600
KDE,1,0.282563729,0.354630947,86164.091,3600
pHREML_AKDEc,1,0.200900278,25.37843013,86164.091,3600
AKDE,1,0.376867662,13.01420283,86164.091,3600
AKDEc,1,0.294235457,22.98393726,86164.091,3600
AKDE,1,1.137608191,13.73578691,86164.091,3600
AKDEc,1,0.239511319,12.47235131,86164.091,3600
AKDEc,1,0.686223779,12.70212913,86164.091,3600
pHREML_wAKDEc,1,0.207215312,25.60796285,86164.091,3600
KDE,1,0.070335263,0.349306822,86164.091,3600
pHREML_AKDEc,1,0.27554128,20.41399693,86164.091,3600
pHREML_AKDEc,1,0.375084502,30.37123823,86164.091,3600
AKDE,1,0.280562129,13.75193954,86164.091,3600
pHREML_AKDEc,1,0.862050839,21.77324677,86164.091,3600
AKDEc,1,0.17284874,13.26307678,86164.091,3600
pHREML_wAKDEc,1,0.272643189,21.34635353,86164.091,3600
KDE,1,0.157639894,0.323192835,86164.091,3600
pHREML_wAKDEc,1,0.389373941,26.93628383,86164.091,3600
KDE,1,0.122768261,0.108166933,86164.091,3600
pHREML_wAKDEc,1,0.868488152,21.35266089,86164.091,3600
KDE,1,0.132110148,0.137115002,86164.091,3600
AKDE,1,0.657822916,11.49124265,86164.091,3600
pHREML_AKDEc,1,0.212637782,22.43367934,86164.091,3600
AKDEc,1,0.401627385,13.10227108,86164.091,3600
AKDE,1,0.257257217,24.5429616,86164.091,3600
AKDE,1,0.390113287,29.59878469,86164.091,3600
pHREML_wAKDEc,1,0.218002147,22.60461068,86164.091,3600
KDE,1,0.08719596,0.347147465,86164.091,3600
pHREML_AKDEc,1,0.512507402,19.35426068,86164.091,3600
AKDEc,1,0.166011187,14.22462511,86164.091,3600
AKDEc,1,0.241457235,14.0312705,86164.091,3600
AKDE,1,0.239168439,16.02558231,86164.091,3600
pHREML_wAKDEc,1,0.500124095,19.39487791,86164.091,3600
KDE,1,0.276221115,0.326254129,86164.091,3600
pHREML_AKDEc,1,0.194132147,21.32864666,86164.091,3600
AKDEc,1,0.151219647,13.43975592,86164.091,3600
AKDE,1,0.956592989,13.19565654,86164.091,3600
AKDEc,1,0.578702249,13.05319643,86164.091,3600
pHREML_AKDEc,1,0.297684262,38.14462519,86164.091,3600
pHREML_AKDEc,1,0.190022452,24.23579764,86164.091,3600
pHREML_wAKDEc,1,0.191001139,34.59245896,86164.091,3600
KDE,1,0.158561995,0.310034275,86164.091,3600
pHREML_AKDEc,1,0.723356661,20.66493487,86164.091,3600
pHREML_wAKDEc,1,0.297884908,21.9115088,86164.091,3600
AKDE,1,0.432404467,11.33591127,86164.091,3600
KDE,1,0.13834492,0.14680481,86164.091,3600
pHREML_wAKDEc,1,0.198283268,22.5758822,86164.091,3600
KDE,1,0.088120072,0.342030287,86164.091,3600
AKDEc,1,0.267916681,11.39203382,86164.091,3600
AKDE,1,0.46539117,14.69224977,86164.091,3600
pHREML_wAKDEc,1,0.719263685,21.73767352,86164.091,3600
KDE,1,0.142989862,0.127524614,86164.091,3600
AKDE,1,0.285159387,16.55723119,86164.091,3600
AKDEc,1,0.286264675,12.98508,86164.091,3600
pHREML_AKDEc,1,0.321467895,19.10958219,86164.091,3600
AKDE,1,0.340578376,18.23406696,86164.091,3600
AKDEc,1,0.17962026,17.61365914,86164.091,3600
pHREML_wAKDEc,1,0.315900889,19.26601052,86164.091,3600
pHREML_AKDEc,1,0.358683934,22.1943469,86164.091,3600
KDE,1,0.153398274,0.304813385,86164.091,3600
AKDEc,1,0.21937777,16.67758703,86164.091,3600
AKDE,1,0.519288614,13.76069045,86164.091,3600
pHREML_AKDEc,1,0.209872526,28.57759404,86164.091,3600
pHREML_wAKDEc,1,0.38729495,21.89521408,86164.091,3600
KDE,1,0.173564595,0.132364273,86164.091,3600
AKDEc,1,0.318085148,13.35358572,86164.091,3600
pHREML_AKDEc,1,0.251527541,29.39934945,86164.091,3600
pHREML_AKDEc,1,0.397841323,19.85821557,86164.091,3600
AKDE,1,0.472827178,25.63894033,86164.091,3600
pHREML_wAKDEc,1,0.201017191,31.01171827,86164.091,3600
KDE,1,0.165816739,0.347833872,86164.091,3600
pHREML_wAKDEc,1,0.25873101,29.77925539,86164.091,3600
KDE,1,0.052539815,0.122825384,86164.091,3600
AKDE,1,0.560911488,14.94099712,86164.091,3600
pHREML_wAKDEc,1,0.389072045,20.30069971,86164.091,3600
KDE,1,0.182284749,0.301143646,86164.091,3600
AKDEc,1,0.290764949,21.85365009,86164.091,3600
AKDE,1,0.133992305,12.19765353,86164.091,3600
AKDEc,1,0.344432155,11.79520512,86164.091,3600
AKDE,1,0.980358794,11.76200509,86164.091,3600
AKDEc,1,0.084913279,12.57115531,86164.091,3600
AKDEc,1,0.553641865,11.56939507,86164.091,3600
pHREML_AKDEc,1,0.430298554,23.91926527,86164.091,3600
pHREML_AKDEc,1,0.366685899,31.27310157,86164.091,3600
pHREML_AKDEc,1,0.09971677,19.81348228,86164.091,3600
pHREML_AKDEc,1,0.960284221,18.43020153,86164.091,3600
pHREML_wAKDEc,1,0.432601085,20.94920921,86164.091,3600
KDE,1,0.219748236,0.305537224,86164.091,3600
pHREML_wAKDEc,1,0.357081237,21.42790222,86164.091,3600
KDE,1,0.106696363,0.121694565,86164.091,3600
pHREML_wAKDEc,1,1.019806648,17.393085,86164.091,3600
KDE,1,0.057924201,0.120929003,86164.091,3600
pHREML_wAKDEc,1,0.101705866,20.04768062,86164.091,3600
KDE,1,0.091270791,0.133695126,86164.091,3600
AKDE,1,0.229527755,13.81232524,86164.091,3600
AKDE,1,0.982737002,15.83868098,86164.091,3600
AKDE,1,0.159851008,12.2101438,86164.091,3600
AKDEc,1,0.146762385,12.81274366,86164.091,3600
AKDEc,1,0.105623262,11.90193939,86164.091,3600
AKDEc,1,0.594726484,15.55476069,86164.091,3600
pHREML_AKDEc,1,0.168736421,20.95602703,86164.091,3600
pHREML_AKDEc,1,0.115958853,20.19669676,86164.091,3600
pHREML_AKDEc,1,0.763028832,25.87312078,86164.091,3600
AKDE,1,0.101415336,55.20017171,86164.091,3600
pHREML_wAKDEc,1,0.164889682,21.03192592,86164.091,3600
KDE,1,0.123881312,0.344893694,86164.091,3600
pHREML_wAKDEc,1,0.115083225,21.14849949,86164.091,3600
KDE,1,0.060884841,0.327137709,86164.091,3600
AKDEc,1,0.068889868,13.42938876,86164.091,3600
AKDE,1,0.276023499,10.17372561,86164.091,3600
AKDE,1,0.361837626,13.30533314,86164.091,3600
pHREML_wAKDEc,1,0.784391365,27.41112351,86164.091,3600
KDE,1,0.221746231,0.392427206,86164.091,3600
AKDEc,1,0.167878909,10.57601929,86164.091,3600
pHREML_AKDEc,1,0.073259225,19.9830761,86164.091,3600
AKDEc,1,0.222720348,13.87474465,86164.091,3600
AKDE,1,1.673240948,13.71470308,86164.091,3600
AKDEc,1,1.000015929,13.55067801,86164.091,3600
pHREML_AKDEc,1,0.14604934,19.87336826,86164.091,3600
pHREML_AKDEc,1,0.270916746,21.66659784,86164.091,3600
pHREML_wAKDEc,1,0.14896408,19.49976707,86164.091,3600
KDE,1,0.123004547,0.322957516,86164.091,3600
pHREML_wAKDEc,1,0.071884729,40.08491683,86164.091,3600
KDE,1,0.158027214,0.301602364,86164.091,3600
pHREML_AKDEc,1,1.33690073,26.17598629,86164.091,3600
pHREML_wAKDEc,1,0.27101713,20.97749186,86164.091,3600
KDE,1,0.188207981,0.140818357,86164.091,3600
AKDE,1,0.527920768,12.220294,86164.091,3600
AKDE,1,0.560110597,12.41879702,86164.091,3600
AKDE,1,0.463667785,13.29450274,86164.091,3600
AKDEc,1,0.32801876,12.08406854,86164.091,3600
AKDEc,1,0.346945147,12.58643317,86164.091,3600
pHREML_wAKDEc,1,1.32142532,27.32630801,86164.091,3600
KDE,1,0.077598454,0.140482426,86164.091,3600
AKDEc,1,0.285761684,12.89553428,86164.091,3600
pHREML_AKDEc,1,0.401922906,20.53734469,86164.091,3600
pHREML_AKDEc,1,0.43962864,19.21341515,86164.091,3600
AKDE,1,0.16204075,14.43066645,86164.091,3600
pHREML_AKDEc,1,0.347354534,20.66401696,86164.091,3600
AKDEc,1,0.105944851,14.00807762,86164.091,3600
pHREML_wAKDEc,1,0.390314341,20.19722342,86164.091,3600
pHREML_wAKDEc,1,0.456339109,19.65615225,86164.091,3600
KDE,1,0.197917438,0.122460365,86164.091,3600
KDE,1,0.090787698,0.305776358,86164.091,3600
pHREML_wAKDEc,1,0.342862517,22.12221169,86164.091,3600
KDE,1,0.095110907,0.135607958,86164.091,3600
AKDE,1,0.25315966,11.71670532,86164.091,3600
AKDE,1,0.478716651,14.80237532,86164.091,3600
pHREML_AKDEc,1,0.120333936,22.06584883,86164.091,3600
AKDE,1,0.184562636,12.55932975,86164.091,3600
AKDEc,1,0.16232974,11.72647715,86164.091,3600
AKDEc,1,0.29528987,13.43187475,86164.091,3600
AKDEc,1,0.119335101,13.17856526,86164.091,3600
pHREML_wAKDEc,1,0.124212848,22.22315764,86164.091,3600
KDE,1,0.281044933,0.124841213,86164.091,3600
pHREML_AKDEc,1,0.188144855,19.66913128,86164.091,3600
pHREML_AKDEc,1,0.3606822,21.5208497,86164.091,3600
AKDE,1,0.812349983,11.47746539,86164.091,3600
pHREML_AKDEc,1,0.134981936,20.50733781,86164.091,3600
pHREML_wAKDEc,1,0.184060878,19.72389841,86164.091,3600
AKDEc,1,0.47870625,11.45719862,86164.091,3600
KDE,1,0.083631239,0.303839684,86164.091,3600
pHREML_wAKDEc,1,0.348515088,23.27853203,86164.091,3600
KDE,1,0.152330651,0.126666546,86164.091,3600
AKDE,1,0.198651576,12.60810804,86164.091,3600
pHREML_wAKDEc,1,0.139442616,21.28768873,86164.091,3600
KDE,1,0.15270618,0.327297211,86164.091,3600
pHREML_AKDEc,1,0.686640996,18.64415646,86164.091,3600
AKDEc,1,0.128100894,12.4078331,86164.091,3600
AKDE,1,0.402605395,15.62212634,86164.091,3600
pHREML_wAKDEc,1,0.679970184,18.51060081,86164.091,3600
KDE,1,0.055825586,0.358014107,86164.091,3600
AKDE,1,0.398838738,29.37093616,86164.091,3600
pHREML_AKDEc,1,0.146767477,19.8346076,86164.091,3600
AKDEc,1,0.251152918,15.85155272,86164.091,3600
AKDE,1,0.22546345,10.5293951,86164.091,3600
AKDEc,1,0.135381731,11.41898036,86164.091,3600
pHREML_wAKDEc,1,0.141969768,21.64184952,86164.091,3600
KDE,1,0.082190381,0.114762545,86164.091,3600
AKDEc,1,0.252385253,31.24375391,86164.091,3600
pHREML_AKDEc,1,0.30162487,27.28603506,86164.091,3600
pHREML_AKDEc,1,0.228829625,16.8824966,86164.091,3600
AKDE,1,0.16920628,13.3638463,86164.091,3600
pHREML_AKDEc,1,0.30980328,21.84216666,86164.091,3600
pHREML_wAKDEc,1,0.240604268,16.51971126,86164.091,3600
KDE,1,0.098476262,0.125533104,86164.091,3600
pHREML_wAKDEc,1,0.279942155,21.92854548,86164.091,3600
KDE,1,0.054122575,0.147507429,86164.091,3600
AKDEc,1,0.110147508,23.99389505,86164.091,3600
AKDE,1,0.111527019,13.08505392,86164.091,3600
AKDE,1,0.28784217,17.94058824,86164.091,3600
pHREML_wAKDEc,1,0.335363901,21.1638639,86164.091,3600
KDE,1,0.12042599,0.123395681,86164.091,3600
AKDEc,1,0.073726546,16.05076146,86164.091,3600
AKDEc,1,0.180131106,15.09930587,86164.091,3600
AKDE,1,0.257861633,21.10628414,86164.091,3600
pHREML_AKDEc,1,0.125393205,41.09004235,86164.091,3600
pHREML_AKDEc,1,0.082522276,24.72489524,86164.091,3600
AKDEc,1,0.16332204,16.10193062,86164.091,3600
pHREML_AKDEc,1,0.223025323,26.44445491,86164.091,3600
pHREML_wAKDEc,1,0.081333392,21.95277834,86164.091,3600
KDE,1,0.138854097,0.132340431,86164.091,3600
pHREML_AKDEc,1,0.191434355,24.53202248,86164.091,3600
pHREML_wAKDEc,1,0.224684262,24.1301043,86164.091,3600
KDE,1,0.188800908,0.313705921,86164.091,3600
AKDE,1,0.34000022,15.89354205,86164.091,3600
AKDE,1,0.492535054,12.37192774,86164.091,3600
pHREML_wAKDEc,1,0.120829117,45.33961773,86164.091,3600
KDE,1,0.06373924,0.302018642,86164.091,3600
AKDEc,1,0.303974764,12.30554533,86164.091,3600
pHREML_wAKDEc,1,0.193287436,26.35612249,86164.091,3600
KDE,1,0.073800539,0.317954063,86164.091,3600
AKDE,1,0.242538609,11.3461411,86164.091,3600
AKDEc,1,0.212624933,15.9628315,86164.091,3600
AKDEc,1,0.153254083,12.74050951,86164.091,3600
AKDE,1,0.345341785,12.94861102,86164.091,3600
pHREML_AKDEc,1,0.376077348,22.25518894,86164.091,3600
AKDEc,1,0.21268836,12.40579677,86164.091,3600
pHREML_AKDEc,1,0.253919188,28.4746418,86164.091,3600
pHREML_AKDEc,1,0.186513261,19.35932207,86164.091,3600
pHREML_wAKDEc,1,0.36271026,22.23426414,86164.091,3600
KDE,1,0.197879998,0.130575657,86164.091,3600
pHREML_AKDEc,1,0.260776805,19.39077926,86164.091,3600
pHREML_wAKDEc,1,0.19397864,22.02668476,86164.091,3600
KDE,1,0.121603876,0.303778887,86164.091,3600
AKDE,1,0.561873026,12.22041106,86164.091,3600
