tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,86400,20,0.061074199,0.0601718786693494,0.0619767094920431
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.228909884,-0.0800782920333687,0.558877462054547
86400.002,3600,172800,5400,0.151549937,0.0826056651459493,0.221528615580763
86400.002,3600,172800,2700,0.122018158,0.094431381333843,0.149773227130325
86400.002,3600,172800,1350,0.115973662,0.087382207514847,0.144746919034602
86400.002,3600,172800,675,0.120944896,0.0882026448090085,0.153924741494818
86400.002,3600,172800,338,0.116268025,0.0735326878233422,0.159410826932169
86400.002,3600,172800,169,0.110265105,0.07552890147306,0.145271446302438
86400.002,3600,172800,84,0.132834707,0.123570724012452,0.142117406611394
86400.002,3600,172800,42,0.135415712,0.121692789730085,0.149179652991134
86400.002,3600,172800,20,0.133828286,0.133284289852503,0.134372345684479
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.011974526,-0.301189603527062,0.300598501174683
86400.002,3600,345600,10800,0.06579739,-0.0414038000303673,0.175735556605139
86400.002,3600,345600,5400,0.051494007,0.00618811356433397,0.0972867224382694
86400.002,3600,345600,2700,0.056282412,0.0282770161775411,0.0844721355090787
86400.002,3600,345600,1350,0.051510897,0.0277859796532503,0.0753685604709763
86400.002,3600,345600,675,0.055145482,0.0279171503419332,0.0825482088508665
86400.002,3600,345600,338,0.045162538,0.0141321841124658,0.0764217925832087
86400.002,3600,345600,169,0.047983649,0.0210064395470225,0.0751332192310595
86400.002,3600,345600,84,0.07762313,0.0705542330048361,0.0847034779823662
86400.002,3600,345600,42,0.077980245,0.0691001548660149,0.0868784079459133
86400.002,3600,345600,20,0.078741351,0.0783751963175098,0.0791075373280933
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,0.187079204,-0.0513571661829619,0.438148187460713
86400.002,3600,691200,5400,0.124265303,0.0724250284951106,0.176702207945129
86400.002,3600,691200,2700,0.095058034,0.0804937041357947,0.109670285116064
86400.002,3600,691200,1350,0.096016635,0.0815346028978992,0.110546005290046
86400.002,3600,691200,675,0.095589731,0.0862943066838694,0.104904642054614
86400.002,3600,691200,338,0.08911573,0.0725911456733989,0.105702369029989
86400.002,3600,691200,169,0.091754613,0.0758823353340882,0.107683994769593
86400.002,3600,691200,84,0.111961778,0.107059796028631,0.116869093692591
86400.002,3600,691200,42,0.112375796,0.107837190015066,0.116918971459205
86400.002,3600,691200,20,0.113091722,0.11281795162601,0.1133655082847
86400.002,3600,1382400,86400,-0.575902785,-0.745515980246001,-0.386276701597023
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.101362291,-0.0415990031380226,0.249081995487873
86400.002,3600,1382400,5400,0.027759423,-0.0129811430994764,0.0689023447614111
86400.002,3600,1382400,2700,0.033009348,0.0227455938387893,0.0432983087609733
86400.002,3600,1382400,1350,0.033818165,0.0240074631264536,0.0436518762435521
86400.002,3600,1382400,675,0.032251963,0.0224222742261901,0.0421047853579087
86400.002,3600,1382400,338,0.034675653,0.02066533190964,0.0487329092478928
86400.002,3600,1382400,169,0.031293764,0.013789082355648,0.0488720185143873
86400.002,3600,1382400,84,0.046379471,0.0421745061677755,0.0505886072845392
86400.002,3600,1382400,42,0.046989909,0.0423013365045554,0.0516836650477472
86400.002,3600,1382400,20,0.047295921,0.047063577804268,0.0475282774398988
86400.002,3600,2764800,86400,-0.645662124,-0.733729363343548,-0.551692578432208
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.00386158,-0.104132713401489,0.0989716163385191
86400.002,3600,2764800,5400,0.013403571,-0.0147326333328199,0.041733766414889
86400.002,3600,2764800,2700,0.017883771,0.00830276093454019,0.0274870690537721
86400.002,3600,2764800,1350,0.017437534,0.00915904006368062,0.0257326697577915
86400.002,3600,2764800,675,0.018385119,0.00953662816607226,0.027252607610539
86400.002,3600,2764800,338,0.0101599,-0.00114169142598066,0.0214927536427571
86400.002,3600,2764800,169,0.011628834,0.00258402741987602,0.0206936242079773
86400.002,3600,2764800,84,0.024614544,0.0221181227465384,0.0271124662997751
86400.002,3600,2764800,42,0.024276587,0.0217912426459966,0.0267634187888571
86400.002,3600,2764800,20,0.024940495,0.0248147005549748,0.0250662927669265
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,-0.028460345,-0.0939326221007051,0.0381201155588368
86400.002,3600,5529600,5400,0.001554973,-0.0238188532799639,0.0270883310083769
86400.002,3600,5529600,2700,0.001372931,-0.00516050857680112,0.00791689785195973
86400.002,3600,5529600,1350,0.00214992,-0.0039212446542686,0.00823016620855358
86400.002,3600,5529600,675,0.000315388,-0.00552758139198362,0.00616678464943503
86400.002,3600,5529600,338,-0.002878592,-0.0128279099540718,0.00709526428049579
86400.002,3600,5529600,169,-0.003332714,-0.0128007423442789,0.00615754386887297
86400.002,3600,5529600,84,0.004476822,0.00235535235667525,0.00659939794451144
86400.002,3600,5529600,42,0.004783989,0.00286418500402553,0.00670469804325543
86400.002,3600,5529600,20,0.004948792,0.00486608315746581,0.00503150323617243
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,,,
86400.002,3600,86400,5400,0.047897155,-0.128832861131845,0.23238398672293
86400.002,3600,86400,2700,0.025256439,-0.0282863368742401,0.0794983692802598
86400.002,3600,86400,1350,0.02394563,-0.0288987736960808,0.0774718185083573
86400.002,3600,86400,675,0.017077974,-0.0533878377355974,0.0887706888375425
86400.002,3600,86400,338,0.02786025,-0.0540817224023303,0.111449211411121
86400.002,3600,86400,169,0.024944553,-0.0491468483506603,0.100383188007851
86400.002,3600,86400,84,0.018888413,0.00282991236233401,0.0350095651198626
86400.002,3600,86400,42,0.018161758,0.00241539353864896,0.033968401557069
86400.002,3600,86400,20,0.02013473,0.0194933042071591,0.020776255030834
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.12188181,-0.125593297525762,0.383883727956403
86400.002,3600,172800,5400,0.08610432,0.00178339306986664,0.172074650985112
86400.002,3600,172800,2700,0.080667753,0.05109131383043,0.11044518863733
86400.002,3600,172800,1350,0.071415747,0.033446665110511,0.109719673291824
86400.002,3600,172800,675,0.076759252,0.0384278673931615,0.115430222468746
86400.002,3600,172800,338,0.089660322,0.0457822275266971,0.133978695748697
86400.002,3600,172800,169,0.079119535,0.0362032653390435,0.122461047239411
86400.002,3600,172800,84,0.07626449,0.0668696453848814,0.0856795994224024
86400.002,3600,172800,42,0.077528645,0.065297850831406,0.0897937674705374
86400.002,3600,172800,20,0.078644745,0.0781327126718269,0.079156836644346
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.054235201,-0.214686757169287,0.113303326134694
86400.002,3600,345600,5400,-0.042944891,-0.0965148286111156,0.0113756028754
86400.002,3600,345600,2700,-0.019749457,-0.0463598672062837,0.00704031411848018
86400.002,3600,345600,1350,-0.023796965,-0.0419914924394853,-0.00551842959441362
86400.002,3600,345600,675,-0.021636554,-0.0476071432020787,0.0045051763946657
86400.002,3600,345600,338,-0.033632101,-0.0654183173537627,-0.00158588520012465
86400.002,3600,345600,169,-0.036935275,-0.0725645736432538,-0.000977815025754847
86400.002,3600,345600,84,-0.016019825,-0.0225915179965673,-0.00943729266612601
86400.002,3600,345600,42,-0.016210518,-0.0229794423164866,-0.00943009025718041
86400.002,3600,345600,20,-0.014998025,-0.0153260480281786,-0.0146699744956777
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,,,
86400.002,3600,691200,5400,-0.017863697,-0.0979266417348683,0.063845700063673
86400.002,3600,691200,2700,-0.016598245,-0.0399691972722602,0.00691048824824005
86400.002,3600,691200,1350,-0.013039122,-0.0359173237407342,0.00997061667568262
86400.002,3600,691200,675,-0.015634569,-0.0389165254894552,0.00778398406128148
86400.002,3600,691200,338,-0.038773692,-0.0688349124463216,-0.00847878582647281
86400.002,3600,691200,169,-0.033285572,-0.0608216744182453,-0.00555465309471259
86400.002,3600,691200,84,-0.023504509,-0.0293596976139468,-0.0176406518201504
86400.002,3600,691200,42,-0.023247501,-0.0284434421484223,-0.0180447350743153
86400.002,3600,691200,20,-0.023454782,-0.0237121424087564,-0.0231974039477392
86400.002,3600,1382400,86400,-0.629495352,-0.775777645702546,-0.466235383481258
86400.002,3600,1382400,43200,-0.48231431,-0.598309994908819,-0.359391291558152
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.209849295,-0.231639670284846,0.697749017291698
86400.002,3600,1382400,5400,-0.035123953,-0.0880035291469453,0.0184807842883437
86400.002,3600,1382400,2700,-0.025490201,-0.0376562386798524,-0.0132865960134135
86400.002,3600,1382400,1350,-0.022353816,-0.0329316109930503,-0.0117477268747895
86400.002,3600,1382400,675,-0.024201794,-0.0420154611654981,-0.0063075724606687
86400.002,3600,1382400,338,-0.034556171,-0.0534448385037091,-0.0155759319277485
86400.002,3600,1382400,169,-0.031919388,-0.0513519361465313,-0.0123901696181798
86400.002,3600,1382400,84,-0.024117783,-0.0270504574015077,-0.0211829344355372
86400.002,3600,1382400,42,-0.024214779,-0.0285217269908528,-0.0199031377832327
86400.002,3600,1382400,20,-0.024725931,-0.0249252227844307,-0.0245266285439996
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.41486637,-0.492665102521568,-0.334412161163683
86400.002,3600,2764800,21600,-0.196066351,-0.325360768358258,-0.0613771665657564
86400.002,3600,2764800,10800,0.017239967,-0.109909000410561,0.148457180803276
86400.002,3600,2764800,5400,-0.008766403,-0.0423530554618594,0.025103332835497
86400.002,3600,2764800,2700,-0.005092714,-0.0128703287972296,0.00269992148152146
86400.002,3600,2764800,1350,-0.003691618,-0.0122088411517302,0.00484359541681236
86400.002,3600,2764800,675,-0.00345987,-0.0120726026010427,0.00517125489922619
86400.002,3600,2764800,338,-0.012952517,-0.0260015455375072,0.000139187494312445
86400.002,3600,2764800,169,-0.010107697,-0.0232494375541854,0.00307720400958951
86400.002,3600,2764800,84,0.00058515,-0.0022863783031578,0.00345871123351582
86400.002,3600,2764800,42,0.001039862,-0.00199775093508972,0.00407974872039276
86400.002,3600,2764800,20,0.000728959,0.00060422784540161,0.000853693085838312
86400.002,3600,5529600,86400,-0.480634647,-0.620057382609604,-0.331017664077672
86400.002,3600,5529600,43200,-0.396408232,-0.454848287608301,-0.336533736438271
86400.002,3600,5529600,21600,-0.218052634,-0.318257424793496,-0.114557090666199
86400.002,3600,5529600,10800,-0.012702973,-0.100196940433415,0.0767514224155302
86400.002,3600,5529600,5400,-0.014598234,-0.0406787007048334,0.0116535891057723
86400.002,3600,5529600,2700,-0.01115091,-0.0171694728795154,-0.00512330073954516
86400.002,3600,5529600,1350,-0.011460121,-0.0179707486837074,-0.00493890346893889
86400.002,3600,5529600,675,-0.011384144,-0.0177624747593904,-0.00499565124264476
86400.002,3600,5529600,338,-0.015779515,-0.0259724848697827,-0.00556044972478645
86400.002,3600,5529600,169,-0.015396084,-0.0251013636390146,-0.00566715923284375
86400.002,3600,5529600,84,-0.00611842,-0.00816010690955114,-0.00407569898426294
86400.002,3600,5529600,42,-0.00583558,-0.00758410569773438,-0.00408629645712034
86400.002,3600,5529600,20,-0.006067191,-0.00615791506705683,-0.00597646492779674
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.147013285,-0.409507204457061,0.13795519898158
86400.002,3600,86400,5400,-0.024006112,-0.109146504926449,0.0630113174387062
86400.002,3600,86400,2700,-0.025312074,-0.0729094291388474,0.0228658829171223
86400.002,3600,86400,1350,-0.011689994,-0.0668734481056256,0.0442646936833726
86400.002,3600,86400,675,-0.013009079,-0.0648719460195412,0.0395352545640811
86400.002,3600,86400,338,-0.009297853,-0.0695869461812707,0.0519109259755334
86400.002,3600,86400,169,-0.024193053,-0.0714617495450127,0.0236475346367223
86400.002,3600,86400,84,-0.022602088,-0.0389397817660406,-0.00619677528199629
86400.002,3600,86400,42,-0.022771473,-0.0362791613514211,-0.00921758890064594
86400.002,3600,86400,20,-0.022182518,-0.0228522387735178,-0.0215126850379738
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,0.02135107,-0.392286683704385,0.484589411654985
86400.002,3600,172800,10800,0.021539127,-0.176799817001337,0.230006263300183
86400.002,3600,172800,5400,0.070734117,-0.00612867662579883,0.148984596637456
86400.002,3600,172800,2700,0.054405342,0.0202913097603755,0.0887938046109979
86400.002,3600,172800,1350,0.059435595,0.0330277212974341,0.0860068086771707
86400.002,3600,172800,675,0.057401422,0.0213029608087748,0.0938064492963993
86400.002,3600,172800,338,0.050720626,-0.00197000072768471,0.104071522665605
86400.002,3600,172800,169,0.047722097,0.00541416250642352,0.0904557631611232
86400.002,3600,172800,84,0.061144046,0.0495637912715662,0.0727555448047422
86400.002,3600,172800,42,0.061788064,0.0515958582791608,0.0720044497026932
86400.002,3600,172800,20,0.062577222,0.0621972976985976,0.0629571800181583
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.027567373,-0.12949274256844,0.0770736113001325
86400.002,3600,345600,5400,0.111242475,0.0115173984484159,0.213231151962155
86400.002,3600,345600,2700,0.047837714,0.0239733429349911,0.0718368766115534
86400.002,3600,345600,1350,0.044050025,0.0245153720135217,0.063675225686541
86400.002,3600,345600,675,0.047044068,0.0246617017848878,0.0695450495351504
86400.002,3600,345600,338,0.0518156,0.0156400657724276,0.0883006674556953
86400.002,3600,345600,169,0.043046205,0.010765131185478,0.0755755918004629
86400.002,3600,345600,84,0.05652868,0.0479503078184599,0.0651242604540218
86400.002,3600,345600,42,0.056146458,0.0502876904173713,0.0620132492259142
86400.002,3600,345600,20,0.056443456,0.0561115056077932,0.0567754320917746
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.482224587,-0.66195767861154,-0.284721099594038
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.033789489,-0.233171562473223,0.176471233801796
86400.002,3600,691200,5400,-0.005446907,-0.0864949195707328,0.0772672423794016
86400.002,3600,691200,2700,0.001290677,-0.0211053227381037,0.0238108946895223
86400.002,3600,691200,1350,-0.00142238,-0.0192094957024614,0.0164432079767169
86400.002,3600,691200,675,-0.001503551,-0.0189433658453294,0.0160117011815319
86400.002,3600,691200,338,0.009498095,-0.0182950415245489,0.0374812418194222
86400.002,3600,691200,169,0.002642112,-0.0241907099006783,0.0296532132186867
86400.002,3600,691200,84,-0.000121967,-0.00450079199000561,0.00426159082082933
86400.002,3600,691200,42,0.000995195,-0.0042203452923643,0.00621744441262188
86400.002,3600,691200,20,0.001077388,0.000849628464890826,0.00130516073196976
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.012736208,-0.187177092007605,0.223043043573324
86400.002,3600,1382400,5400,-0.015210894,-0.0615069949842097,0.0316285785104365
86400.002,3600,1382400,2700,0.006179639,-0.0128056048071982,0.0252536317991524
86400.002,3600,1382400,1350,0.002979046,-0.014184976191972,0.0202158042978371
86400.002,3600,1382400,675,0.004548695,-0.00687545106367834,0.0160049655305159
86400.002,3600,1382400,338,0.012129543,-0.0121203317738279,0.0365235534827732
86400.002,3600,1382400,169,0.008448586,-0.0146344568263563,0.0316626675672831
86400.002,3600,1382400,84,-0.00119486,-0.00433516251388606,0.00194787971717988
86400.002,3600,1382400,42,-0.000868377,-0.00447926747536379,0.00274573327612375
86400.002,3600,1382400,20,-0.000919319,-0.00111000749910002,-0.000728620636231045
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.488461565,-0.578096620634909,-0.394728118987979
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,-0.004553165,-0.141063236491381,0.136770047931564
86400.002,3600,2764800,5400,0.002327109,-0.0381792212897771,0.0432413620574115
86400.002,3600,2764800,2700,-0.010245677,-0.0194146336274314,-0.0010557295625292
86400.002,3600,2764800,1350,-0.010525295,-0.0189084512772019,-0.00212458903113319
86400.002,3600,2764800,675,-0.009671655,-0.0206204693524081,0.00130708806471679
86400.002,3600,2764800,338,-0.009613243,-0.0250329671740839,0.00586590816791305
86400.002,3600,2764800,169,-0.007686512,-0.0221394882633901,0.00681855730365038
86400.002,3600,2764800,84,-0.017001408,-0.0197923192038254,-0.0142085423409222
86400.002,3600,2764800,42,-0.017172508,-0.0200349804428271,-0.0143079778612305
86400.002,3600,2764800,20,-0.016898248,-0.0170174029260904,-0.016779089705478
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,-0.447873786,-0.504474550847958,-0.389799240088248
86400.002,3600,5529600,21600,-0.041299666,-0.321623203198619,0.261634938321179
86400.002,3600,5529600,10800,-0.002008153,-0.0852246311163026,0.0829598079519607
86400.002,3600,5529600,5400,-0.00903859,-0.0269176117069192,0.0089203311676241
86400.002,3600,5529600,2700,-0.001131727,-0.00777708620744659,0.00552455143794632
86400.002,3600,5529600,1350,-0.000808809,-0.00807435493623994,0.00646978692878805
86400.002,3600,5529600,675,-0.001676308,-0.00667867506322898,0.00333224715483891
86400.002,3600,5529600,338,-0.000874726,-0.0100984529105802,0.00837004502241594
86400.002,3600,5529600,169,-0.001239797,-0.0101625565480843,0.00770266034630744
86400.002,3600,5529600,84,-0.00126669,-0.00311088711385759,0.000578347710449469
86400.002,3600,5529600,42,-0.001303133,-0.00356460113942385,0.000959597639395936
86400.002,3600,5529600,20,-0.001138059,-0.00122932872319399,-0.00104678766341658
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.078810628,-0.265949383121855,0.118365976629946
86400.002,3600,86400,5400,-0.074908831,-0.152757826151853,0.00459418913560799
86400.002,3600,86400,2700,0.038194013,-0.00627737585651022,0.0831404297246542
86400.002,3600,86400,1350,0.046454806,-0.00273236152008448,0.0962191839796946
86400.002,3600,86400,675,0.044567243,-0.00402117927819905,0.0937198472443893
86400.002,3600,86400,338,0.089631411,0.00559675813126668,0.175298721461581
86400.002,3600,86400,169,0.076052578,-0.010812161276311,0.164685807942104
86400.002,3600,86400,84,0.058927702,0.0411414822979292,0.0767878952789146
86400.002,3600,86400,42,0.057719629,0.041204466082624,0.0742986230362753
86400.002,3600,86400,20,0.056050118,0.055325266509957,0.0567750929318657
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,-0.257010767,-0.347339747463456,-0.163874096091622
86400.002,3600,172800,5400,0.028125518,-0.193202325240581,0.262101611494028
86400.002,3600,172800,2700,0.038577372,-0.0138557735794653,0.091672060060667
86400.002,3600,172800,1350,0.04445125,-0.0121229479138051,0.101792097990597
86400.002,3600,172800,675,0.047651566,-0.0214683358450386,0.117916350720418
86400.002,3600,172800,338,0.073828725,-0.0276507889797265,0.177737615996032
86400.002,3600,172800,169,0.071008256,-0.0304497382892977,0.174901175282333
86400.002,3600,172800,84,0.012243575,0.00207580076981576,0.0224365949765406
86400.002,3600,172800,42,0.013224197,0.00230064799240664,0.0241768617245794
86400.002,3600,172800,20,0.011052749,0.0106268116433977,0.0114787303065335
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,,,
86400.002,3600,345600,10800,-0.087622898,-0.181963457027391,0.00919610202489831
86400.002,3600,345600,5400,-0.00585382,-0.0520685341905831,0.0408971799171747
86400.002,3600,345600,2700,0.056740471,0.0301285386621738,0.0835187124213855
86400.002,3600,345600,1350,0.057235371,0.0344079229286893,0.0801850164016793
86400.002,3600,345600,675,0.059023449,0.0375527944172949,0.0806019858732151
86400.002,3600,345600,338,0.06108709,0.0137773943296647,0.108923047572436
86400.002,3600,345600,169,0.064550784,0.0245299899151078,0.104946210262992
86400.002,3600,345600,84,0.052224517,0.042891647964182,0.0615778410653109
86400.002,3600,345600,42,0.051332036,0.0425629541751096,0.0601191887565208
86400.002,3600,345600,20,0.051281238,0.0509606677667676,0.051601833212061
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.375601842,-0.589974522232424,-0.14031529188625
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.027037716,-0.178594619031361,0.130631871619236
86400.002,3600,691200,5400,0.042832359,-0.0201083426903979,0.106725173874027
86400.002,3600,691200,2700,0.039686805,0.0224747658123878,0.0569693961518236
86400.002,3600,691200,1350,0.03776253,0.0230761839416853,0.0525003045573507
86400.002,3600,691200,675,0.036984894,0.0177878821643295,0.0562699414539342
86400.002,3600,691200,338,0.031387533,0.0018669210733281,0.0611180214381821
86400.002,3600,691200,169,0.031722605,0.00877574644374166,0.0547960172238929
86400.002,3600,691200,84,0.038663079,0.0327435096158819,0.04459097795036
86400.002,3600,691200,42,0.037899002,0.0327295720581732,0.0430747873988162
86400.002,3600,691200,20,0.038206662,0.0379324036311969,0.0384809372166822
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.380296646,-0.52901013638912,-0.221999731825929
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,0.011846873,-0.128766074860651,0.157487264752258
86400.002,3600,1382400,5400,-0.006260708,-0.0428516589354413,0.0306656575385774
86400.002,3600,1382400,2700,0.024532412,0.0129091055735298,0.0361883238668764
86400.002,3600,1382400,1350,0.02232715,0.0135695820599594,0.031103254800489
86400.002,3600,1382400,675,0.022767887,0.0117045535216593,0.0338608077750127
86400.002,3600,1382400,338,0.022619734,0.00769906254459075,0.0375942797846393
86400.002,3600,1382400,169,0.019905385,0.00544345044089039,0.034418062682469
86400.002,3600,1382400,84,0.022807313,0.018713205554273,0.0269054655915719
86400.002,3600,1382400,42,0.023837218,0.0195451476758666,0.0281337300185921
86400.002,3600,1382400,20,0.023560291,0.0234034618610299,0.0237171258454565
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,-0.457792399,-0.535149224550167,-0.377592147706661
86400.002,3600,2764800,21600,,,
86400.002,3600,2764800,10800,0.044714538,-0.0970777098516115,0.191452159971118
86400.002,3600,2764800,5400,-0.007742545,-0.0374291933330937,0.0221647941062001
86400.002,3600,2764800,2700,0.006320941,-0.00286472676457533,0.015527330049194
86400.002,3600,2764800,1350,0.005310364,-0.00287580952410373,0.0135130060385577
86400.002,3600,2764800,675,0.004970944,-0.0027323147621156,0.0126887889098866
86400.002,3600,2764800,338,0.003029153,-0.0109072780339298,0.0170134954194031
86400.002,3600,2764800,169,0.001741893,-0.0106072286249408,0.014128666292882
86400.002,3600,2764800,84,0.008899782,0.00525590662977235,0.0125469047357433
86400.002,3600,2764800,42,0.008597159,0.00600555776865544,0.0111904025758938
86400.002,3600,2764800,20,0.008606724,0.00847856176099482,0.0087348899070261
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,,,
86400.002,3600,5529600,10800,-0.039010287,-0.113543542514434,0.0369794301085284
86400.002,3600,5529600,5400,-0.02384296,-0.0476701837199934,0.000128565797461242
86400.002,3600,5529600,2700,-0.004295993,-0.00981952770851381,0.00123510642115492
86400.002,3600,5529600,1350,-0.003326126,-0.00850554919912499,0.00185994132556667
86400.002,3600,5529600,675,-0.003482886,-0.00895849332314194,0.00200014973894261
86400.002,3600,5529600,338,-0.005422765,-0.0144122801992896,0.00358683001022241
86400.002,3600,5529600,169,-0.004140032,-0.0119066180075269,0.00364151761817655
86400.002,3600,5529600,84,-0.000212912,-0.00254351937468043,0.00211903587800149
86400.002,3600,5529600,42,-3.44e-05,-0.0018317657296826,0.00176377235351859
86400.002,3600,5529600,20,-0.000294895,-0.000391043180387372,-0.00019874478840899
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.367945129,-0.444877139139348,-0.288618927344916
86400.002,3600,86400,5400,-0.203359151,-0.31260067795905,-0.0902661302963683
86400.002,3600,86400,2700,-0.138579085,-0.200544874107535,-0.0754921839020224
86400.002,3600,86400,1350,-0.143956644,-0.207153947570016,-0.0795852146573441
86400.002,3600,86400,675,-0.135735935,-0.211764803292406,-0.058016385421254
86400.002,3600,86400,338,-0.058620771,-0.18866566318285,0.0760447489128737
86400.002,3600,86400,169,-0.080316902,-0.192059058549915,0.0348963130567104
86400.002,3600,86400,84,-0.137164065,-0.146481582696846,-0.127821671818142
86400.002,3600,86400,42,-0.138913616,-0.151712925813323,-0.126067221908291
86400.002,3600,86400,20,-0.140086293,-0.140888614118256,-0.13928378638451
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.481829581,-0.548067132063875,-0.413422418923273
86400.002,3600,172800,10800,,,
86400.002,3600,172800,5400,-0.110268049,-0.290751309895371,0.0798806204157074
86400.002,3600,172800,2700,-0.102828538,-0.136340760590779,-0.0690046404133578
86400.002,3600,172800,1350,-0.102647768,-0.145005149180038,-0.0597911903315011
86400.002,3600,172800,675,-0.096559218,-0.156748719735247,-0.0353627871706623
86400.002,3600,172800,338,-0.083582005,-0.158698945317079,-0.00691159951238197
86400.002,3600,172800,169,-0.067706863,-0.164341160761381,0.0314725237437311
86400.002,3600,172800,84,-0.113388776,-0.121280436783968,-0.10547975714025
86400.002,3600,172800,42,-0.113166752,-0.12090511626876,-0.105411703486055
86400.002,3600,172800,20,-0.112685828,-0.113285321462837,-0.112086234711701
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.321327267,-0.411663581395005,-0.227903927493187
86400.002,3600,345600,10800,-0.20110681,-0.258314824495684,-0.142868547302059
86400.002,3600,345600,5400,0.091678366,-0.0506306040032782,0.238745200030634
86400.002,3600,345600,2700,0.030665987,0.0035239869041152,0.0579854182391545
86400.002,3600,345600,1350,0.029674402,-0.000932931676554773,0.0605077912234908
86400.002,3600,345600,675,0.030830177,0.0078076171407788,0.0539802412767612
86400.002,3600,345600,338,0.018112691,-0.0164644129199152,0.0529819038605239
86400.002,3600,345600,169,0.02263109,-0.00523677032212038,0.0506875155282318
86400.002,3600,345600,84,0.025672831,0.0176094587950036,0.0337518644270763
86400.002,3600,345600,42,0.024746195,0.0184305410564164,0.031071460990744
86400.002,3600,345600,20,0.025044682,0.0246061288458491,0.0254832815498143
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,-0.286785017,-0.385647149049738,-0.184397599934076
86400.002,3600,691200,10800,-0.043899865,-0.207399350891971,0.126882818671862
86400.002,3600,691200,5400,0.004695348,-0.0497497548469293,0.0598785854932171
86400.002,3600,691200,2700,0.021664911,0.00297594801577286,0.0404385579245874
86400.002,3600,691200,1350,0.020297499,0.00394382719158129,0.036716062243748
86400.002,3600,691200,675,0.019734797,0.00232454605094018,0.0372186563225033
86400.002,3600,691200,338,0.022692944,-0.00268074317776752,0.0482228412450313
86400.002,3600,691200,169,0.028080965,-0.000236273124326344,0.056591882533348
86400.002,3600,691200,84,0.021125126,0.0168406960341578,0.0254139939231474
86400.002,3600,691200,42,0.021296226,0.0144387257800594,0.0281650975366337
