tau_p,tau_v,dur,dti,error,error_lci,error_uci
86400.002,3600,691200,20,0.020326113,0.0199817764189413,0.0206704775605632
86400.002,3600,1382400,86400,-0.514824812,-0.723178872845815,-0.279494457495885
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,-0.086803059,-0.361705404732932,0.211036937578803
86400.002,3600,1382400,10800,0.031580323,-0.0992906350340087,0.166704120589596
86400.002,3600,1382400,5400,0.013901811,-0.031542803003137,0.0598546425374309
86400.002,3600,1382400,2700,0.024768675,0.0155046383385657,0.0340534065045054
86400.002,3600,1382400,1350,0.025837296,0.0147964056485449,0.0369075649022846
86400.002,3600,1382400,675,0.024011297,0.0141180822845343,0.0339281357150904
86400.002,3600,1382400,338,0.026742048,0.00672310032151089,0.0468577124631638
86400.002,3600,1382400,169,0.02877144,0.0105222302417345,0.0471008256145071
86400.002,3600,1382400,84,0.033861482,0.0300646980998329,0.0376617067690246
86400.002,3600,1382400,42,0.033092498,0.0294542375960443,0.0367339206881397
86400.002,3600,1382400,20,0.033639641,0.0334485888087957,0.033830701557269
86400.002,3600,2764800,86400,-0.500461142,-0.663924592610039,-0.321945932438902
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,-0.131552364,-0.310869579173977,0.0575552157654973
86400.002,3600,2764800,10800,-0.000537654,-0.0834503072134085,0.0841109231745505
86400.002,3600,2764800,5400,0.007405634,-0.0219333295723519,0.0369568623999263
86400.002,3600,2764800,2700,0.003040363,-0.00459786431768388,0.0106929586996398
86400.002,3600,2764800,1350,0.002655055,-0.00663812215133747,0.0119695188943124
86400.002,3600,2764800,675,0.00178015,-0.00664679532062855,0.0102246104511722
86400.002,3600,2764800,338,0.006501009,-0.0072428954838324,0.0202913453450532
86400.002,3600,2764800,169,0.006865208,-0.00599401648876447,0.0197650560051295
86400.002,3600,2764800,84,0.009308813,0.00597884341492724,0.0126414931750003
86400.002,3600,2764800,42,0.008852233,0.00588348050489565,0.0118231418230974
86400.002,3600,2764800,20,0.00864558,0.0085082971541625,0.00878286703974736
86400.002,3600,5529600,86400,-0.584718621,-0.651363168020999,-0.515299726011967
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,-0.006750748,-0.266067847501629,0.270937222737115
86400.002,3600,5529600,10800,-0.007047612,-0.0925482914193353,0.0803130220832386
86400.002,3600,5529600,5400,0.012878521,-0.0142411870423371,0.0401785025256867
86400.002,3600,5529600,2700,0.004272505,-0.00223073268929862,0.0107861433115146
86400.002,3600,5529600,1350,0.005635977,-0.000731515446803097,0.0120134262613173
86400.002,3600,5529600,675,0.003681962,-0.0026995887036955,0.0100735332901996
86400.002,3600,5529600,338,0.006948033,-0.00153817805594062,0.015451914746974
86400.002,3600,5529600,169,0.008236589,-0.00246301334007561,0.0189642618778173
86400.002,3600,5529600,84,0.005412104,0.00328208972278084,0.0075432321492608
86400.002,3600,5529600,42,0.005187322,0.00357396704876642,0.00680131636669213
86400.002,3600,5529600,20,0.005006699,0.00494693220681671,0.00506646615742521
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,0.067238504,-0.219064014789127,0.374458468943969
86400.002,3600,86400,5400,0.031492889,-0.0630414265703799,0.128219913589002
86400.002,3600,86400,2700,0.010278781,-0.040624238820999,0.0618227429608148
86400.002,3600,86400,1350,0.010223206,-0.039847700944591,0.060914158509475
86400.002,3600,86400,675,0.00489724,-0.0437796817514315,0.0541630781074488
86400.002,3600,86400,338,0.014850873,-0.0418214959524957,0.0723153822075137
86400.002,3600,86400,169,0.009843177,-0.043990864218767,0.0643950135748353
86400.002,3600,86400,84,0.0335894,0.0200335407431438,0.0471892402885531
86400.002,3600,86400,42,0.031839652,0.0190286863155833,0.0446899582015162
86400.002,3600,86400,20,0.032254142,0.031512110241876,0.0329963058055172
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.352643311,-0.559836660813198,-0.126868198243873
86400.002,3600,172800,10800,-0.084721821,-0.289430880094467,0.132188024454227
86400.002,3600,172800,5400,0.006642857,-0.0581394477347499,0.0724713191396405
86400.002,3600,172800,2700,0.019217279,-0.0171553843212543,0.0559129807526619
86400.002,3600,172800,1350,0.023400469,-0.0126977702322481,0.0598155534216667
86400.002,3600,172800,675,0.023527857,-0.0142518733137306,0.0616547522560779
86400.002,3600,172800,338,0.000965229,-0.0377778590096375,0.0400818277636844
86400.002,3600,172800,169,0.013957827,-0.0194676468414446,0.0476573205348455
86400.002,3600,172800,84,0.023884901,0.0122068455989559,0.0355958905001129
86400.002,3600,172800,42,0.024613666,0.0151212304978146,0.0341278339279257
86400.002,3600,172800,20,0.023177796,0.0226809475057712,0.0236747045043964
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.374936781,-0.494836879081268,-0.248993676266612
86400.002,3600,345600,10800,-0.192804362,-0.264031472006349,-0.119988335925303
86400.002,3600,345600,5400,0.04420303,-0.117853515370774,0.212770287840373
86400.002,3600,345600,2700,0.003564113,-0.0237662058685892,0.0310792382259311
86400.002,3600,345600,1350,0.004367082,-0.0200863616363429,0.0289682407882261
86400.002,3600,345600,675,0.0020064,-0.0247768649473314,0.02896739906252
86400.002,3600,345600,338,-0.016782807,-0.0468373177828835,0.0135000169676661
86400.002,3600,345600,169,-0.012876029,-0.0546763700139933,0.0293656442412496
86400.002,3600,345600,84,-0.010923118,-0.0195499210519747,-0.00227772274550273
86400.002,3600,345600,42,-0.011766522,-0.0187118224182262,-0.00480916461566801
86400.002,3600,345600,20,-0.012433642,-0.0127737357330307,-0.0120935183038241
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,-0.367295704,-0.596735897265446,-0.113922055554699
86400.002,3600,691200,21600,-0.369577888,-0.459755055094883,-0.276076939046821
86400.002,3600,691200,10800,-0.090349655,-0.252653170436728,0.0795201963982324
86400.002,3600,691200,5400,0.008034446,-0.0756293364972728,0.0934507382778258
86400.002,3600,691200,2700,0.00668149,-0.00974672174789895,0.0231760777554446
86400.002,3600,691200,1350,0.006524075,-0.0104263257104787,0.0235451593363795
86400.002,3600,691200,675,0.011341324,-0.00642402971052262,0.0291839654809935
86400.002,3600,691200,338,-0.0003667,-0.0276383318372283,0.0270896711700563
86400.002,3600,691200,169,-0.002082186,-0.0218459260553116,0.0177785512262901
86400.002,3600,691200,84,-0.004426742,-0.00912739153265825,0.00027938687441695
86400.002,3600,691200,42,-0.003443134,-0.00895695868370562,0.00207822390294672
86400.002,3600,691200,20,-0.003388665,-0.00362550208697151,-0.00315181418913115
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,-0.472044257,-0.587082314461458,-0.350344183161612
86400.002,3600,1382400,21600,-0.419701576,-0.468866481882991,-0.369484808535707
86400.002,3600,1382400,10800,-0.029889712,-0.247359007987122,0.200573623744078
86400.002,3600,1382400,5400,0.015267598,-0.0624509711286779,0.0944846436389281
86400.002,3600,1382400,2700,-0.017796249,-0.0318940177201897,-0.0036484090740958
86400.002,3600,1382400,1350,-0.016818848,-0.0289114779489889,-0.0046894324715384
86400.002,3600,1382400,675,-0.017437712,-0.0338187228615957,-0.000989080903074565
86400.002,3600,1382400,338,-0.015906195,-0.0321523112659707,0.000406326925793928
86400.002,3600,1382400,169,-0.019295636,-0.0366035223784626,-0.00191209696144286
86400.002,3600,1382400,84,-0.025024185,-0.028785385158845,-0.0212594031170355
86400.002,3600,1382400,42,-0.024440376,-0.0278796267567913,-0.0209981337371229
86400.002,3600,1382400,20,-0.02445702,-0.0246200675663923,-0.0242939664211763
86400.002,3600,2764800,86400,-0.559213391,-0.716985206460589,-0.385246550738977
86400.002,3600,2764800,43200,-0.484164573,-0.543817634158138,-0.422751446934384
86400.002,3600,2764800,21600,-0.286083842,-0.368675076546691,-0.20105478712694
86400.002,3600,2764800,10800,-0.067027882,-0.154384802745764,0.0224004931293289
86400.002,3600,2764800,5400,-0.003629009,-0.0348953449068418,0.027881214557383
86400.002,3600,2764800,2700,0.002386621,-0.00866227051391657,0.0134656247391054
86400.002,3600,2764800,1350,0.000942019,-0.00850197712212817,0.0104080378761569
86400.002,3600,2764800,675,-0.000442709,-0.00602377464710373,0.00514605051378203
86400.002,3600,2764800,338,0.004453316,-0.0110825047885514,0.02004861495972
86400.002,3600,2764800,169,0.004589988,-0.0103149847738746,0.0195496914088411
86400.002,3600,2764800,84,-0.003138642,-0.00581942139185289,-0.000456082928002385
86400.002,3600,2764800,42,-0.002636864,-0.00515901593900064,-0.000113138802559655
86400.002,3600,2764800,20,-0.002698472,-0.00282761889326101,-0.00256932078881085
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,-0.419467699,-0.479639698427391,-0.35771097093934
86400.002,3600,5529600,21600,-0.161391872,-0.304413345800806,-0.0120177406853366
86400.002,3600,5529600,10800,-0.034177459,-0.108937429674522,0.0420404437056214
86400.002,3600,5529600,5400,0.015367136,-0.0095008585533662,0.0403862470641247
86400.002,3600,5529600,2700,0.006462339,2.6028088047696e-05,0.0129088148810727
86400.002,3600,5529600,1350,0.006251807,0.000147772233391679,0.0123649861592134
86400.002,3600,5529600,675,0.00620691,-0.000411031716797951,0.0128356005371539
86400.002,3600,5529600,338,0.011851965,0.00117645515049365,0.0225553193742667
86400.002,3600,5529600,169,0.010134972,0.000483971319320111,0.0198087613936732
86400.002,3600,5529600,84,0.003787357,0.00242475423576522,0.00515041560235309
86400.002,3600,5529600,42,0.004268265,0.00185253998325842,0.0066854237210227
86400.002,3600,5529600,20,0.004142453,0.00405060539777933,0.00423430267163457
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,-0.135386086,-0.503147456823851,0.279390566017309
86400.002,3600,86400,5400,0.020817805,-0.151740977046251,0.200968914330895
86400.002,3600,86400,2700,0.032766617,-0.0279312329195638,0.0943581437319614
86400.002,3600,86400,1350,0.038265117,-0.0394910046058713,0.117487183645081
86400.002,3600,86400,675,0.030211761,-0.0332265217160431,0.0946294769766185
86400.002,3600,86400,338,0.01056565,-0.0904967860254496,0.114193030961168
86400.002,3600,86400,169,-0.002037203,-0.0734795733684164,0.0706913755305897
86400.002,3600,86400,84,-0.034674041,-0.0487347633941952,-0.0205626351122771
86400.002,3600,86400,42,-0.037035782,-0.0508973134929742,-0.0231248746039198
86400.002,3600,86400,20,-0.024631946,-0.0254234365360141,-0.0238402961994813
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,-0.135390679,-0.424471242799503,0.181004100502563
86400.002,3600,172800,10800,-0.156623819,-0.243457394890943,-0.067519093117932
86400.002,3600,172800,5400,-0.025638896,-0.0836334308896213,0.0332205798355629
86400.002,3600,172800,2700,0.058823531,0.0135290236574106,0.104601206557072
86400.002,3600,172800,1350,0.052997677,0.0140121660251441,0.0923425325600344
86400.002,3600,172800,675,0.055014858,0.0250358597001107,0.0852054419515027
86400.002,3600,172800,338,0.016973726,-0.0213578441638002,0.0556650584285063
86400.002,3600,172800,169,0.021727644,-0.0296594570786935,0.0737605989689955
86400.002,3600,172800,84,0.035442982,0.0241177354594698,0.0467988532690931
86400.002,3600,172800,42,0.037471133,0.0256103262418105,0.0493654687795543
86400.002,3600,172800,20,0.040979871,0.0405717914444996,0.0413879890649296
86400.002,3600,345600,86400,,,
86400.002,3600,345600,43200,,,
86400.002,3600,345600,21600,-0.160874275,-0.32408032215962,0.0106816356810603
86400.002,3600,345600,10800,-0.176824229,-0.218834949581752,-0.134277610439554
86400.002,3600,345600,5400,0.043177378,-0.0644561833812124,0.153632316366551
86400.002,3600,345600,2700,0.04243418,0.0220176201355043,0.0629498250184919
86400.002,3600,345600,1350,0.046518248,0.0204719340575708,0.0727254197062263
86400.002,3600,345600,675,0.046305187,0.022919045685229,0.0698209456204077
86400.002,3600,345600,338,0.051634411,0.00186571231531642,0.101991192908977
86400.002,3600,345600,169,0.04388236,0.00412392131757333,0.084017908062133
86400.002,3600,345600,84,0.037698969,0.0307472430214969,0.044662195775406
86400.002,3600,345600,42,0.037793598,0.0320497943461961,0.0435452505702571
86400.002,3600,345600,20,0.038865974,0.0385357098439836,0.0391962632944727
86400.002,3600,691200,86400,,,
86400.002,3600,691200,43200,,,
86400.002,3600,691200,21600,,,
86400.002,3600,691200,10800,-0.177119876,-0.232878857421691,-0.120411821105823
86400.002,3600,691200,5400,-0.019406694,-0.0692933219843297,0.0311142604289719
86400.002,3600,691200,2700,0.009443812,-0.0105915532072199,0.0295777208229915
86400.002,3600,691200,1350,0.005866336,-0.00971853502423384,0.0215109781613507
86400.002,3600,691200,675,0.010752663,-0.00622458597666576,0.0278005204218733
86400.002,3600,691200,338,0.002530949,-0.0292616802712763,0.0345742189859628
86400.002,3600,691200,169,0.005925899,-0.0217919047184558,0.0338333568627362
86400.002,3600,691200,84,0.00332855,-0.00242470097869425,0.00908994700080385
86400.002,3600,691200,42,0.003499453,-0.00159140456587144,0.00859668616226612
86400.002,3600,691200,20,0.004034221,0.00380986740374726,0.00425858695757632
86400.002,3600,1382400,86400,,,
86400.002,3600,1382400,43200,,,
86400.002,3600,1382400,21600,,,
86400.002,3600,1382400,10800,-0.086992242,-0.165311705547165,-0.00697566388392517
86400.002,3600,1382400,5400,0.009325469,-0.0313791345132879,0.0504391330763163
86400.002,3600,1382400,2700,0.008633023,-0.00116704667441544,0.0184566276169179
86400.002,3600,1382400,1350,0.009250694,-0.00240697248389692,0.0209416583721913
86400.002,3600,1382400,675,0.010497661,0.000584775052038045,0.0204345819697655
86400.002,3600,1382400,338,0.021438249,0.00271845226738708,0.0402430302796837
86400.002,3600,1382400,169,0.018773488,0.00101804592846596,0.036605564783978
86400.002,3600,1382400,84,0.01010726,0.00587373525029662,0.0143451641204868
86400.002,3600,1382400,42,0.009946285,0.00626375776402673,0.0136321266180607
86400.002,3600,1382400,20,0.009900561,0.00974940442260293,0.0100517232678343
86400.002,3600,2764800,86400,,,
86400.002,3600,2764800,43200,,,
86400.002,3600,2764800,21600,-0.136016698,-0.335168466499073,0.0754070134676558
86400.002,3600,2764800,10800,-0.098307658,-0.157640502460203,-0.0379946903376747
86400.002,3600,2764800,5400,-0.01012221,-0.0479965881523519,0.0281130709191848
86400.002,3600,2764800,2700,-0.007684825,-0.0158234923873877,0.000470334371648867
86400.002,3600,2764800,1350,-0.00986809,-0.0190197333908739,-0.000695542871642293
86400.002,3600,2764800,675,-0.00918288,-0.0166078640484164,-0.00174415233143801
86400.002,3600,2764800,338,-0.000696405,-0.014748014275677,0.0134040938739713
86400.002,3600,2764800,169,0.000576592,-0.0100926391339814,0.0112739490802359
86400.002,3600,2764800,84,-0.008165842,-0.010874450534167,-0.00545540878044447
86400.002,3600,2764800,42,-0.008003069,-0.0106346066196237,-0.00536980908547236
86400.002,3600,2764800,20,-0.007976633,-0.00811355993088896,-0.00783970188561627
86400.002,3600,5529600,86400,,,
86400.002,3600,5529600,43200,,,
86400.002,3600,5529600,21600,-0.200990259,-0.305550780812531,-0.092919755552694
86400.002,3600,5529600,10800,-0.072454806,-0.129137559396704,-0.0149036822476888
86400.002,3600,5529600,5400,-0.009191977,-0.0344432531361353,0.0162190140446022
86400.002,3600,5529600,2700,-0.003391859,-0.00929954328535872,0.00252447154303786
86400.002,3600,5529600,1350,-0.004648776,-0.0110314136950536,0.00174396958058583
86400.002,3600,5529600,675,-0.004039711,-0.0116169413990976,0.00355175936685396
86400.002,3600,5529600,338,-0.000411329,-0.00862278888249571,0.00781679803417109
86400.002,3600,5529600,169,3.59e-05,-0.0129775654048135,0.013091194603459
86400.002,3600,5529600,84,-0.006781042,-0.00844976790549787,-0.00511162494671997
86400.002,3600,5529600,42,-0.00675021,-0.00907340855401955,-0.00442567047676499
86400.002,3600,5529600,20,-0.006536195,-0.0066423037380355,-0.00643008253148789
86400.002,3600,86400,86400,,,
86400.002,3600,86400,43200,,,
86400.002,3600,86400,21600,,,
86400.002,3600,86400,10800,0.258699408,-0.124223787663236,0.673969602968871
86400.002,3600,86400,5400,0.18279646,0.0520703497741963,0.317202342869943
86400.002,3600,86400,2700,0.105407706,0.0658124726222164,0.145355918985346
86400.002,3600,86400,1350,0.122712513,0.0645922862861094,0.181584938081017
86400.002,3600,86400,675,0.111534519,0.0597593992189731,0.16391166885619
86400.002,3600,86400,338,0.169077588,0.105239062407938,0.233788335084688
86400.002,3600,86400,169,0.170174513,0.110394160698699,0.230718221001184
86400.002,3600,86400,84,0.138626275,0.128630375680418,0.148643858069307
86400.002,3600,86400,42,0.140244502,0.127845608132594,0.152676729147847
86400.002,3600,86400,20,0.136059571,0.135302931481052,0.136816335363361
86400.002,3600,172800,86400,,,
86400.002,3600,172800,43200,,,
86400.002,3600,172800,21600,,,
86400.002,3600,172800,10800,0.079448055,-0.103208131195165,0.270149613601357
86400.002,3600,172800,5400,0.096764791,0.017240381237765,0.177739722779958
86400.002,3600,172800,2700,0.06538049,0.022637244857934,0.108551038105776
86400.002,3600,172800,1350,0.062818413,0.0134935095562479,0.112714730771895
86400.002,3600,172800,675,0.059600078,0.021469283755221,0.0980723926572647
86400.002,3600,172800,338,0.095279313,0.0565642105342523,0.134334954812581
